"id","debt","mortgage","overdue"
547,504.78,0,15
549,2323.82,1431.23,0
550,564.49,0,0
551,555.3,0,0
554,1095.74,0,0
555,554.79,0,0
558,1086.49,1086.49,0
559,1278.34,1278.34,0
562,588.46,0,0
563,1271.17,1271.17,0
564,590.04,0,0
565,1006.79,0,20
566,728.23,0,0
567,1015.12,1015.12,0
568,1179.45,1179.45,0
569,463.79,0,0
570,326.73,0,33
574,582.32,0,0
575,261.48,0,0
578,1950.23,1950.23,19
582,384.67,0,0
583,289.06,0,0
584,352.83,0,0
586,609.6,0,15
588,861.93,0,0
589,469.33,0,0
591,721.29,0,26
593,684.4,0,0
595,835.58,835.58,0
596,444.52,0,0
597,520.7,0,0
599,680.09,0,0
600,653.7,0,18
601,367.53,0,0
602,1768.43,1257.57,0
603,1108.56,0,0
605,872.3,0,33
607,519.73,0,18
608,1079.15,716.18,0
610,535.9,0,58
612,895.01,0,0
614,272.66,0,0
615,560.92,0,0
616,948.62,948.62,15
617,815.85,0,0
618,611,0,0
619,297.12,0,0
620,775.36,775.36,0
623,366.31,0,24
624,2012.15,1566.72,0
626,1390.57,1390.57,0
629,2473.9,1574.46,21
630,264.06,0,0
632,631.37,0,0
633,394.2,0,31
635,1410.12,0,37
637,1168.53,1168.53,0
638,322.14,0,0
639,558.46,0,18
641,742.19,0,0
642,709.79,0,0
643,283.78,0,0
644,830.23,830.23,24
645,1710.17,1029.93,0
646,1192.91,1192.91,0
647,510.15,0,0
649,841.34,0,23
651,913.76,913.76,0
652,465.33,0,37
653,993.8,993.8,19
655,424.67,0,0
656,826.64,826.64,0
658,2846.55,2039.43,0
661,384.48,0,0
663,215.43,0,0
665,416.23,0,0
668,899.76,899.76,0
671,376.52,0,0
674,627.42,0,0
675,364.13,0,0
677,2242.69,1277.58,0
678,544.66,0,0
679,668.58,0,21
680,1347.38,954.11,0
683,1024.33,1024.33,0
685,1044.86,1044.86,0
687,887.85,0,0
688,1223.96,855.85,20
691,1573.93,1573.93,0
692,757.61,0,0
695,1188.42,1188.42,27
697,753.12,753.12,0
698,2070.91,1480.69,21
699,384.31,0,25
700,456.1,0,0
701,773.68,773.68,0
702,1023.51,701.78,0
704,344.33,0,0
705,351.71,0,0
710,318.91,0,0
711,591.4,0,24
714,1342.66,878.59,0
716,378.54,0,0
720,610,0,0
721,684.42,0,0
722,725.92,725.92,0
724,721.42,0,0
726,683.29,0,0
727,721.86,721.86,0
730,325.12,0,0
731,573.08,0,0
733,625.29,0,0
734,928.89,0,15
735,1504.81,1504.81,0
737,1149.16,1149.16,0
738,347.79,0,0
740,656.42,0,0
741,1087.64,1087.64,22
742,774.59,774.59,0
743,750.68,750.68,23
745,736.05,736.05,0
746,447.87,0,17
747,432.37,0,0
750,660.07,660.07,0
753,1037.54,1037.54,15
755,1305,1305,0
756,1575.91,871.8,0
758,893.18,893.18,0
760,1925.12,1275.6,0
762,704.04,0,0
763,685.78,0,0
764,405.33,0,0
765,1034.18,1034.18,0
767,765.47,0,0
773,1970.36,1390.6,30
775,960.29,960.29,0
776,1126.13,1126.13,0
777,1009.95,1009.95,0
778,987.07,0,0
779,447.71,0,0
780,769.58,0,0
782,292.65,0,0
783,1095.97,1095.97,0
784,1190.5,1190.5,0
785,451.2,0,0
786,550.04,0,51
788,466.37,0,0
790,1201.17,0,0
792,1498.56,1498.56,0
794,1214.67,1214.67,0
795,1011.64,0,0
796,615.46,0,0
797,361.8,0,0
798,473.22,0,0
799,1205.86,972.29,0
804,359.83,0,18
806,614.21,0,0
808,819.94,819.94,0
810,1049.64,1049.64,0
812,1369,1369,0
816,829.69,829.69,20
817,357.94,0,0
819,766.16,0,0
820,434.26,0,0
821,667.98,0,0
822,909.44,909.44,0
824,1627.02,1353.61,0
826,611.91,0,0
827,508.02,0,26
828,1772.05,1772.05,0
829,742.98,742.98,0
833,705.24,0,43
834,1026.12,0,19
835,539.01,0,0
839,974.66,0,0
840,1945.34,997.24,0
843,860.1,0,0
845,624.9,0,0
846,410.27,0,15
848,1518.02,997.23,0
849,1192.08,1192.08,0
850,496.62,0,0
852,1482.47,1482.47,0
853,1005.83,1005.83,0
854,955.27,955.27,0
855,1054.04,1054.04,0
856,671.15,0,0
857,501.05,0,0
859,526.73,0,0
860,368.1,0,19
862,1633.73,1177.75,0
864,1181.06,605.84,0
865,605.49,0,0
867,892.55,892.55,0
868,2979.62,2116.38,16
870,301.22,0,0
873,1265.93,1265.93,0
874,579.26,0,29
876,494.8,0,0
877,394.76,0,0
881,396.4,0,0
883,1011.41,0,0
888,2031.17,1371.46,0
892,352.95,0,17
894,483.47,0,46
895,755.38,755.38,0
896,760.45,760.45,0
898,652.58,0,0
899,333.77,0,0
900,1349.06,907.13,0
901,443.29,0,0
902,573.99,0,0
905,470.7,0,0
906,552.28,0,0
908,776.53,0,0
909,1630.2,1153.17,0
910,903.08,0,0
911,615.69,0,0
914,717.74,0,0
915,435.39,0,19
918,481.62,0,0
920,1057.1,1057.1,0
922,483.7,0,0
923,622.2,0,24
924,837.8,0,16
925,868.03,615.55,0
926,318.34,0,0
931,448.41,0,0
932,744.28,0,0
933,1305.12,1305.12,0
934,358.97,0,0
935,904.68,0,0
937,608.65,0,0
940,876.38,0,0
941,987.54,987.54,0
942,729.59,0,0
944,439.92,0,0
945,451.63,0,38
948,297.14,0,0
951,450.38,0,0
952,294.72,0,0
953,950.21,0,0
956,585.86,0,0
958,1665.94,1071.3,0
961,547.27,0,0
962,736.3,0,0
963,305.75,0,15
964,1240.44,1240.44,0
968,1621.89,871.63,0
969,611.89,0,18
973,889.29,0,0
975,628,0,0
976,1408.41,0,0
977,356.28,0,0
980,609.29,0,53
981,1377.6,0,33
982,460.9,0,19
983,541.42,0,0
985,1642.49,987.9,0
992,2023.14,1247.35,17
995,431.18,0,0
998,307.49,0,29
999,491.68,0,0
1001,1649,1649,0
1005,841.95,0,0
1006,1070.69,1070.69,31
1007,1142.13,1142.13,0
1009,1241.01,1241.01,0
1010,1590.23,996.51,0
1012,672.65,0,42
1014,395.17,0,0
1015,380.25,0,15
1016,645.32,0,0
1017,293.14,0,0
1018,751.36,0,0
1025,568.14,0,0
1028,1156.16,895.68,0
1031,428.15,0,0
1032,305.75,0,15
1033,585.1,0,0
1034,302.72,0,0
1035,664.73,0,0
1037,975.24,715.8,0
1038,855.08,0,0
1040,566.36,0,0
1041,651.79,0,18
1043,558.79,0,0
1045,325.66,0,0
1046,767.89,0,0
1047,234.83,0,0
1048,1983.55,1364.98,36
1049,711.81,0,0
1050,626.26,0,0
1051,666.47,0,0
1052,560.43,0,0
1053,310.8,0,0
1055,758.43,0,0
1056,400.87,0,0
1057,849.97,0,0
1060,770.1,0,0
1061,989.37,0,0
1062,527.33,0,0
1063,209.24,0,0
1064,507.04,0,0
1065,1243.39,1243.39,0
1067,248.46,0,50
1068,480.87,480.87,0
1070,1230.12,1230.12,0
1071,442.73,0,0
1073,1948,1948,0
1074,2363.44,1409.51,0
1075,917.42,0,0
1076,533.91,0,0
1078,1163.39,1163.39,0
1079,474.83,0,55
1081,1643.5,1643.5,0
1082,566.45,0,0
1083,548.33,0,0
1084,446.08,0,0
1087,2119.11,1158.5,0
1091,1379.42,1379.42,0
1093,1052.05,1052.05,0
1097,586.83,0,0
1100,1136.83,1136.83,0
1102,1288.99,1288.99,31
1106,493.47,0,0
1108,934.5,0,0
1109,609.35,0,0
1114,2112.96,1542.99,27
1115,1768.87,1181.83,0
1116,1849.53,1316.57,0
1117,671.1,0,27
1120,1149.14,1149.14,0
1121,1046.73,1046.73,0
1122,437.56,0,20
1123,1773.86,1773.86,0
1124,960.92,960.92,18
1125,346.93,0,20
1127,1717.24,1131.69,0
1128,981.9,981.9,0
1129,244.1,0,27
1131,830.52,0,0
1133,718.79,0,0
1136,613,0,0
1137,938.78,938.78,0
1142,335.43,0,24
1146,1299.87,887.7,0
1147,691.03,0,0
1150,648.27,0,0
1152,789.56,0,0
1156,1496.82,1158.2,18
1157,1222.51,1222.51,0
1158,703.85,0,0
1159,1943.65,1363.41,0
1160,1532.53,1532.53,0
1163,997.35,997.35,0
1165,1230.93,1230.93,0
1167,1890.29,1282.6,0
1172,620.76,0,0
1173,673.3,0,0
1176,1435.72,815.09,0
1177,804.6,0,0
1178,734.31,0,0
1179,565.76,0,33
1180,415.25,0,0
1183,927.74,927.74,0
1186,521.89,0,17
1187,253.27,0,0
1189,1416.93,859.47,17
1193,736.56,0,0
1195,619.42,0,21
1196,538.16,0,0
1197,837.07,0,0
1199,1797.12,880.31,0
1204,620.37,0,0
1205,491.41,0,0
1206,1032.2,0,24
1212,2190.87,1182.21,31
1213,384.52,0,18
1216,498.51,0,0
1217,1237.26,802.2,0
1218,2175.1,1814,19
1220,403.26,0,0
1221,1612.7,1612.7,18
1224,925.16,0,0
1225,1276.13,1276.13,0
1226,921.16,0,0
1228,670.04,670.04,0
1229,649.43,0,0
1230,2352.98,1564.85,0
1231,759.02,0,0
1232,551.71,0,0
1233,708.22,0,0
1234,516.04,0,0
1235,1370.21,967.7,0
1236,1065.78,729.36,0
1237,1865.51,1016.35,0
1239,319.44,0,0
1240,659.32,0,0
1242,932.7,0,0
1243,553.59,0,0
1245,1220.44,1220.44,30
1246,685.17,0,24
1250,1168.36,1168.36,20
1253,593.79,0,26
1254,577.54,0,0
1256,415.58,0,0
1258,1629.5,1629.5,0
1259,524.35,0,0
1263,451.26,0,0
1264,967.2,967.2,0
1266,1438.76,912.63,0
1269,188.33,0,0
1270,861.06,0,0
1271,1135.65,1135.65,0
1272,710.88,0,44
1274,659.19,0,0
1275,541.61,0,0
1276,1247.21,1247.21,0
1277,125.1,0,0
1280,453.22,0,22
1282,368.35,0,0
1284,731.36,0,0
1285,376.79,0,21
1287,1469.14,965.57,0
1289,334.57,0,0
1291,1094.56,1094.56,0
1292,292.83,0,0
1294,667.61,0,20
1295,520.77,0,0
1296,1204.96,1204.96,17
1297,748.01,0,0
1301,558.71,0,0
1302,1178.74,1178.74,0
1303,1396.82,1396.82,0
1305,240.53,0,24
1306,1128.85,1128.85,43
1307,1744.51,1184.04,35
1308,488.4,0,0
1309,842.08,0,0
1310,949.84,0,0
1312,269.28,0,18
1315,555.54,0,0
1316,955.73,0,18
1317,468.35,0,0
1318,359.32,0,0
1319,626.37,0,0
1320,857.32,0,0
1321,624.7,0,28
1322,365.36,0,0
1323,703.21,703.21,21
1324,1412.53,1412.53,17
1325,616.28,0,0
1326,1160.54,0,0
1327,317.51,0,0
1329,1042.68,1042.68,0
1332,2000.57,1200.94,0
1334,257.66,0,0
1335,371.06,0,0
1336,1476.48,1476.48,0
1338,1246.68,1246.68,0
1339,387.45,0,17
1340,601.75,0,0
1343,460.82,0,0
1344,220.55,0,0
1345,556.43,0,0
1346,947.24,0,0
1348,890.59,577.64,0
1351,698.15,0,0
1352,1165.54,1165.54,0
1353,1626.74,1626.74,0
1355,912.27,0,0
1357,604.58,0,0
1358,888.08,888.08,0
1362,466.24,0,19
1364,608.69,0,21
1365,298.75,0,17
1367,349.37,0,15
1368,1976.16,1501.67,0
1369,1659.02,1039.52,0
1371,701.62,0,0
1373,770.41,0,22
1374,718.93,0,37
1375,1186.18,1186.18,0
1376,1218.51,1218.51,0
1379,461.99,0,36
1380,522.2,0,0
1381,694.36,694.36,31
1383,728.41,0,0
1384,1731.52,1731.52,0
1386,374.85,0,0
1388,881.01,881.01,0
1389,1839.6,1839.6,0
1392,695.69,0,0
1394,238.37,0,0
1398,1578.95,1046.14,0
1399,564.7,0,0
1400,303.67,0,0
1401,1126.67,1126.67,0
1402,717.35,0,0
1403,391.25,0,0
1405,520.18,0,0
1410,345.08,0,0
1412,899.11,0,36
1413,865.4,0,0
1414,816.02,0,0
1415,1817.25,1817.25,0
1417,360.79,0,0
1419,2254.81,1801.47,0
1422,1334.3,856.88,0
1423,830.54,0,0
1424,1706.72,1706.72,0
1425,829.88,0,16
1427,616.74,0,24
1430,1343.63,1343.63,21
1432,555.5,0,0
1434,736.29,0,0
1437,2091.66,1412.88,21
1439,1130.12,1130.12,0
1440,495.46,0,29
1442,1302.96,1302.96,0
1443,302.37,0,0
1445,713.71,0,0
1449,312.43,0,19
1450,463.05,0,0
1451,1927.69,1285.09,39
1452,1635.09,1635.09,0
1453,609.55,0,26
1454,444.82,0,0
1455,501.68,0,0
1458,1066.71,0,19
1459,1126.49,1126.49,0
1461,704.81,0,18
1462,354.79,0,0
1463,1345.11,1345.11,16
1467,306.39,0,31
1468,1047.47,0,28
1469,1852.52,1215.65,0
1472,1055.31,1055.31,0
1473,1684.7,1166.37,0
1474,1049.75,1049.75,17
1478,217.81,0,0
1480,2256.81,1573.4,0
1481,292.34,0,16
1482,2340.27,1062.87,0
1483,483.12,0,19
1484,360.54,0,0
1487,1898.02,1158.37,0
1488,358.07,0,16
1492,341.24,0,17
1493,984.11,0,0
1494,1068.2,0,0
1495,415.67,0,0
1496,976.78,0,0
1497,949.26,0,0
1498,248.1,0,0
1499,601.28,0,24
1503,422.02,0,0
1504,307.75,0,0
1506,722.67,0,0
1507,967.62,967.62,0
1508,1151.62,1151.62,0
1509,643.5,0,0
1510,234.72,0,0
1511,1198.79,1198.79,0
1512,984.1,984.1,16
1514,1500.89,1500.89,0
1517,867.42,0,0
1518,2186.24,1218.52,0
1519,979.21,979.21,0
1521,701.47,701.47,15
1524,570.14,0,0
1525,410.21,0,0
1526,938.79,938.79,0
1528,333.12,0,17
1530,696.5,0,0
1531,1275.13,1275.13,36
1533,405.69,0,0
1534,831.33,0,0
1535,609.06,0,0
1536,1021.49,1021.49,15
1537,485.37,0,21
1539,506.51,0,0
1540,1345.33,1345.33,0
1541,748.81,0,0
1542,435.8,0,0
1543,206.34,0,38
1544,273.81,0,0
1545,365.28,0,0
1546,773.66,0,0
1547,301.07,0,21
1551,951.41,0,0
1552,389.57,0,15
1555,587.52,0,0
1556,1027.18,1027.18,0
1561,784.1,0,0
1563,2611.31,1706.67,0
1564,506.97,0,0
1566,1712.28,1712.28,0
1568,315.3,0,34
1572,708.35,0,0
1574,1644.32,1644.32,0
1575,2116.57,1155.89,0
1578,402.01,0,0
1579,1252.07,1252.07,0
1580,175.12,0,0
1582,1642.17,1642.17,0
1585,522.25,0,0
1586,1014,0,0
1587,1042.44,1042.44,32
1588,1739.16,1067.29,26
1591,710.82,0,0
1592,1725.38,962.57,16
1593,558.01,0,0
1595,406.03,0,0
1597,791.44,0,29
1598,798.17,0,0
1599,1311.29,1311.29,0
1600,330.04,0,0
1601,1412.19,886.02,0
1603,338.35,0,20
1604,325.78,0,0
1606,1263.27,1263.27,0
1607,1731.02,1731.02,22
1608,1059.11,1059.11,40
1611,1824.78,1824.78,0
1612,1152.19,1152.19,0
1613,568.77,0,20
1615,442.79,0,0
1617,1352.38,1352.38,0
1621,718.23,0,0
1622,377.02,0,0
1624,745.7,745.7,0
1625,796.38,0,0
1626,574.77,0,22
1627,1351.88,1351.88,28
1628,1157.68,0,0
1629,326.63,0,0
1633,491.92,0,0
1634,895.33,895.33,0
1636,856.99,856.99,15
1637,718.37,0,0
1639,1321.5,974.09,0
1640,1731.21,1132.45,0
1642,659.5,0,0
1644,643.96,0,21
1649,1503.66,1091.47,26
1650,541.2,0,0
1655,1414.86,1414.86,0
1656,1020.94,0,0
1657,571.06,0,25
1659,1090.83,0,0
1660,1119.3,1119.3,0
1661,281.39,0,0
1662,1486.43,951.55,0
1666,548.1,0,0
1669,746.95,0,0
1670,354.2,0,0
1671,604.12,604.12,0
1673,561.87,0,18
1674,1314.87,1314.87,0
1676,980.82,980.82,0
1677,1509.59,944.12,17
1678,655.42,0,0
1679,1249.71,872.94,0
1681,409.48,0,0
1684,1409.92,817.53,0
1685,499.65,0,0
1686,811.43,0,0
1687,791.7,0,0
1691,639.93,0,0
1694,394.57,0,26
1695,1540.35,1540.35,0
1698,1678.39,1678.39,0
1699,1027.45,0,18
1700,211.01,0,22
1702,364.68,0,0
1703,1463.15,1463.15,16
1704,605.34,0,0
1708,618.68,0,0
1709,1048.36,619.07,0
1710,1087.87,1087.87,0
1711,484.32,0,0
1712,314.2,0,0
1713,701.78,0,0
1716,425.03,0,0
1717,903.78,903.78,43
1718,394.38,0,0
1719,1186.79,1186.79,0
1720,1588.88,1136.95,0
1721,1177.99,822.15,0
1723,2101.41,1374.51,27
1724,288.88,0,20
1726,956.42,956.42,24
1728,434.09,0,0
1729,957.35,957.35,0
1730,1016.62,1016.62,25
1734,834.16,0,0
1735,635,0,19
1736,532.58,0,0
1737,439.71,0,17
1739,1045.39,0,0
1740,773.41,0,20
1743,779.21,0,0
1746,576.7,0,0
1748,794.64,0,0
1749,1039.98,1039.98,21
1751,760.87,0,18
1754,160.67,0,0
1755,567.32,0,0
1760,1568.4,1568.4,21
1764,1210.45,1210.45,0
1765,787.47,0,0
1767,2327.14,1758.33,39
1769,1274.1,1274.1,0
1770,1127.37,0,0
1771,228.9,0,0
1772,1475.13,1175.94,0
1774,434.35,0,0
1775,703.98,0,0
1776,338.29,0,0
1778,286.78,0,0
1779,991.35,0,0
1781,983.42,983.42,0
1782,1398.76,839.87,0
1784,703.62,0,0
1786,1463.36,1463.36,21
1787,460.57,0,0
1788,485.43,0,31
1790,1029.89,0,0
1791,802.41,0,0
1793,421.81,0,18
1794,1002.25,1002.25,0
1795,598.75,0,0
1797,444.97,0,0
1799,967.19,0,0
1800,1222.78,0,0
1801,335.98,0,0
1803,258.7,0,0
1806,1474.87,1082.59,0
1807,571.61,0,15
1809,960.76,960.76,0
1810,315.36,0,28
1813,277.66,0,0
1814,1313.92,1313.92,0
1815,557.21,0,0
1817,374.34,0,0
1818,464.35,0,0
1819,1932.93,1246.57,0
1821,676.25,0,30
1823,1549.49,810.72,0
1824,2541.65,1795.94,20
1829,464.4,0,0
1830,1411.56,1411.56,0
1831,437.67,0,0
1834,584.11,0,0
1835,997.63,997.63,0
1836,853.24,853.24,0
1837,1557.41,986.65,0
1838,605.18,605.18,0
1840,1213.17,844.27,0
1843,1639.81,1026.45,28
1847,576.78,0,0
1848,564.16,0,37
1850,1044.81,1044.81,0
1851,327.28,0,0
1852,351.21,0,0
1853,261.63,0,0
1854,685.36,0,18
1858,1345.54,921.75,0
1863,846.13,846.13,0
1866,181.16,0,0
1867,514.64,0,0
1868,1046.64,1046.64,0
1869,1091.27,1091.27,0
1871,568.21,0,17
1873,2470.6,1473.75,0
1874,1572.04,1148.83,0
1875,688.8,0,0
1876,3330.57,2337.44,0
1877,1659.57,1009.34,23
1879,508.41,0,0
1880,681.88,0,30
1882,531.25,0,0
1884,436.51,0,0
1885,627.79,0,0
1890,303.87,0,0
1894,1678.14,1053.4,18
1895,2068.16,1353.09,0
1896,1321.03,1321.03,0
1897,1197.65,1197.65,0
1898,503.45,0,0
1899,2204.42,1347.87,0
1900,1197.66,1197.66,0
1902,705.91,0,0
1903,451.56,0,0
1907,383.96,0,0
1909,767.83,0,0
1911,869.27,869.27,0
1912,713.05,713.05,0
1914,1762.74,930.03,15
1916,611.4,0,0
1917,1860.86,1492.74,18
1918,689.53,0,33
1919,164.98,0,0
1922,1110.01,1110.01,0
1924,496.92,0,0
1927,793.82,0,31
1928,2164.06,1441.39,0
1930,274.03,0,0
1933,878.64,0,0
1934,1678.55,1162.67,0
1936,416.83,0,0
1939,1642.94,1170.43,0
1941,606.23,0,0
1945,2477.25,1491.84,0
1946,613.97,0,0
1947,413.14,0,0
1948,1367.72,875.37,0
1949,1259.72,1259.72,0
1950,763.79,0,0
1951,1109.68,1109.68,0
1958,541.02,0,0
1961,727.29,0,0
1964,730.11,730.11,0
1965,576.2,0,0
1966,2159.82,1322.87,0
1967,671.15,0,0
1971,539.03,0,0
1972,236.79,0,0
1973,923.34,923.34,0
1974,845.18,0,0
1975,611.28,0,0
1976,477.25,0,15
1977,727.78,0,0
1978,420.71,0,0
1979,908.76,0,0
1981,486.65,0,0
1983,432.69,0,0
1984,606.57,0,0
1985,1363.64,806.56,22
1986,648.75,0,0
1987,1534.82,1534.82,0
1991,579.2,0,0
1993,1548.8,1548.8,0
1994,469.29,0,15
1996,539.1,539.1,0
1997,285.63,0,0
1998,926.47,0,19
2000,422.46,0,0
2001,409.67,0,0
2002,723.73,0,0
2004,788.34,788.34,0
2005,1896.98,1232.87,0
2006,378.99,0,0
2008,688.9,0,0
2010,472.79,0,20
2014,1363.84,1363.84,40
2016,448.05,0,0
2017,425.29,0,0
2019,232.91,0,0
2023,573.52,0,31
2024,559.69,0,0
2026,1699.54,1328.73,0
2029,518.37,0,0
2031,1020.2,743.71,15
2032,275.24,0,0
2033,384.58,0,0
2036,807.9,0,0
2037,434.81,0,0
2039,562.86,0,20
2042,726.07,0,0
2043,1331.87,1331.87,0
2045,2379.62,1484.9,27
2047,1118.3,1118.3,0
2048,490.59,0,0
2049,500.5,0,0
